N. Pokédex,Pokémon,Forme,Tipo1,Tipo2,Categoria,Grado,PS,Attacco,Difesa,Attacco sp.,Difesa sp.,Velocità,Totale,Media,Mossa 1,Mossa 2,Mossa 3,Mossa 4,Forte 1 Contro,Forte 2 Contro,Debole 1 Contro,Debole 2 Contro
#0778,Mimikyu,Forma Smascherata,Spettro,Folletto,Pokémon Fantasmanto,Base,55,90,80,50,105,96,476,"79,33",Curse,Destiny Bond,Light Screen,Phantom Force,Spettro - Psico,Lotta - Buio - Drago,Buio - Spettro,Veleno - Acciaio
#0779,Bruxish,,Acqua,Psico,Pokémon Sfregadenti,Base,68,105,70,70,70,92,475,"79,17",,,,,Fuoco - Terra - Roccia,Lotta - Veleno,Elettro - Erba,Coleottero - Buio - Spettro
#0780,Drampa,,Normale,Drago,Pokémon Tuttacalma,Base,78,60,85,135,91,36,485,"80,83",Draco Meteor,Earthquake,Energy Ball,Flamethrower,–,Drago,Lotta,Drago - Folletto - Ghiaccio
#0781,Dhelmise,,Erba,Spettro,Pokémon Brandellalga,Base,70,131,100,86,90,40,517,"86,17",Anchor Shot,Earthquake,Grassy Glide,Hydro Pump,Terra - Roccia - Acqua,Spettro - Psico,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Buio - Spettro
#0782,Jangmo-o,,Drago,,Pokémon Squama,Base,45,55,65,45,45,45,300,"50,00",Earthquake,Protect,Rest,Taunt,Drago,–,Drago - Folletto - Ghiaccio,–
#0783,Hakamo-o,,Drago,Lotta,Pokémon Squama,Stadio 1,55,75,90,65,70,65,420,"70,00",Earthquake,Protect,Rest,Taunt,Drago,Buio - Ghiaccio - Normale - Roccia - Acciaio,Drago - Folletto - Ghiaccio,Folletto - Volante - Psico
#0784,Kommo-o,,Drago,Lotta,Pokémon Squama,Stadio 2,75,110,125,100,105,85,600,"100,00",Aura Sphere,Body Press,Boomburst,Clanging Scales,Drago,Buio - Ghiaccio - Normale - Roccia - Acciaio,Drago - Folletto - Ghiaccio,Folletto - Volante - Psico
#0785,Tapu Koko,,Elettro,Folletto,Pokémon Nume Locale,Base,70,115,85,95,75,130,570,"95,00",,,,,Volante - Acqua,Lotta - Buio - Drago,Terra,Veleno - Acciaio
#0786,Tapu Lele,,Psico,Folletto,Pokémon Nume Locale,Base,70,85,75,130,115,95,570,"95,00",,,,,Lotta - Veleno,Lotta - Buio - Drago,Coleottero - Buio - Spettro,Veleno - Acciaio
#0787,Tapu Bulu,,Erba,Folletto,Pokémon Nume Locale,Base,70,130,115,85,95,75,570,"95,00",,,,,Terra - Roccia - Acqua,Lotta - Buio - Drago,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Veleno - Acciaio
#0788,Tapu Fini,,Acqua,Folletto,Pokémon Nume Locale,Base,70,75,115,95,130,85,570,"95,00",,,,,Fuoco - Terra - Roccia,Lotta - Buio - Drago,Elettro - Erba,Veleno - Acciaio
#0789,Cosmog,,Psico,,Pokémon Nebulosa,Base,43,29,31,29,31,37,200,"33,33",,,,,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0790,Cosmoem,,Psico,,Pokémon Protostella,Stadio 1,43,29,131,29,131,37,400,"66,67",,,,,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0791,Solgaleo,Forma Normale,Psico,Acciaio,Pokémon Solare,Stadio 2,137,137,107,113,89,97,680,"113,33",Earthquake,Knock Off,Light Screen,Protect,Lotta - Veleno,Folletto - Ghiaccio - Roccia,Coleottero - Buio - Spettro,Lotta - Fuoco - Terra
#0791,Solgaleo,Fase Sole Nascente,Psico,Acciaio,Pokémon Solare,Stadio 2,137,137,107,113,89,97,680,"113,33",Earthquake,Knock Off,Light Screen,Protect,Lotta - Veleno,Folletto - Ghiaccio - Roccia,Coleottero - Buio - Spettro,Lotta - Fuoco - Terra
#0792,Lunala,Forma Normale,Psico,Spettro,Pokémon Lunare,Stadio 2,137,113,89,137,107,97,680,"113,33",Ice Beam,Light Screen,Protect,Reflect,Lotta - Veleno,Spettro - Psico,Coleottero - Buio - Spettro,Buio - Spettro
#0792,Lunala,Fase Luna Nascente,Psico,Spettro,Pokémon Lunare,Stadio 2,137,113,89,137,107,97,680,"113,33",Ice Beam,Light Screen,Protect,Reflect,Lotta - Veleno,Spettro - Psico,Coleottero - Buio - Spettro,Buio - Spettro
#0793,Nihilego,,Roccia,Veleno,Pokémon Parassita,Base,109,53,47,127,131,103,570,"95,00",Head Smash,Light Screen,Meteor Beam,Power Gem,Coleottero - Fuoco - Volante - Ghiaccio,Folletto - Erba,Lotta - Erba - Terra - Acciaio - Acqua,Terra - Psico
#0794,Buzzwole,,Coleottero,Lotta,Pokémon Gonfiacorpo,Base,107,139,139,53,53,79,570,"95,00",Close Combat,Drain Punch,Dual Wingbeat,Earthquake,Erba - Buio - Psico,Buio - Ghiaccio - Normale - Roccia - Acciaio,Fuoco - Volante - Roccia,Folletto - Volante - Psico
#0795,Pheromosa,,Coleottero,Lotta,Pokémon Leggiadria,Base,71,137,37,137,37,151,570,"95,00",Close Combat,Coaching,Ice Beam,Icy Wind,Erba - Buio - Psico,Buio - Ghiaccio - Normale - Roccia - Acciaio,Fuoco - Volante - Roccia,Folletto - Volante - Psico
#0796,Xurkitree,,Elettro,,Pokémon Luminaria,Base,83,89,71,173,71,83,570,"95,00",Dazzling Gleam,Discharge,Energy Ball,Hyper Beam,Volante - Acqua,–,Terra,–
#0797,Celesteela,,Acciaio,Volante,Pokémon Decollo,Base,97,101,103,107,101,61,570,"95,00",Air Slash,Earthquake,Flamethrower,Flash Cannon,Folletto - Ghiaccio - Roccia,Coleottero - Lotta - Erba,Lotta - Fuoco - Terra,Elettro - Ghiaccio - Roccia
#0798,Kartana,,Erba,Acciaio,Pokémon Spadatratta,Base,59,181,131,59,31,109,570,"95,00",Aerial Ace,Detect,Giga Impact,Leaf Blade,Terra - Roccia - Acqua,Folletto - Ghiaccio - Roccia,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Lotta - Fuoco - Terra
#0799,Guzzlord,,Buio,Drago,Pokémon Divoratutto,Base,223,101,53,97,53,43,570,"95,00",Dark Pulse,Draco Meteor,Dragon Claw,Earthquake,Spettro - Psico,Drago,Coleottero - Folletto - Lotta,Drago - Folletto - Ghiaccio
#0800,Necrozma,Forma Normale,Psico,,Pokémon Prisma,Base,97,107,101,127,89,79,600,"100,00",Earthquake,Knock Off,Light Screen,Protect,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0800,Necrozma,Criniera del Vespro,Psico,,Pokémon Prisma,Base,97,157,127,113,109,77,680,"113,33",Earthquake,Knock Off,Light Screen,Protect,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0800,Necrozma,Ali dell'Aurora,Psico,,Pokémon Prisma,Base,97,113,109,157,127,77,680,"113,33",Earthquake,Knock Off,Light Screen,Protect,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0800,Necrozma,UltraNecrozma,Psico,,Pokémon Prisma,Base,97,167,97,167,97,129,754,"125,67",Earthquake,Knock Off,Light Screen,Protect,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0801,Magearna,,Acciaio,Folletto,Pokémon Artificiale,Base,80,95,115,130,115,65,600,"100,00",Baton Pass,Ice Beam,Light Screen,Protect,Folletto - Ghiaccio - Roccia,Lotta - Buio - Drago,Lotta - Fuoco - Terra,Veleno - Acciaio
#0802,Marshadow,,Lotta,Spettro,Pokémon Vivinombra,Base,90,125,80,90,90,125,600,"100,00",Knock Off,Protect,Rest,Toxic,Buio - Ghiaccio - Normale - Roccia - Acciaio,Spettro - Psico,Folletto - Volante - Psico,Buio - Spettro
#0803,Poipole,,Veleno,,Pokémon Velenago,Base,67,73,67,73,67,73,420,"70,00",Protect,Rest,Toxic,,Folletto - Erba,–,Terra - Psico,–
#0804,Naganadel,,Veleno,Drago,Pokémon Velenago,Stadio 1,73,73,73,127,73,121,540,"90,00",Air Slash,Draco Meteor,Fire Blast,Flamethrower,Folletto - Erba,Drago,Terra - Psico,Drago - Folletto - Ghiaccio
#0805,Stakataka,,Roccia,Acciaio,Pokémon Bastione,Base,61,131,211,53,101,13,570,"95,00",Body Press,Earthquake,Gyro Ball,High Horsepower,Coleottero - Fuoco - Volante - Ghiaccio,Folletto - Ghiaccio - Roccia,Lotta - Erba - Terra - Acciaio - Acqua,Lotta - Fuoco - Terra
#0806,Blacephalon,,Fuoco,Spettro,Pokémon Pirotecnico,Base,53,127,53,151,79,107,570,"95,00",Expanding Force,Flamethrower,Heat Wave,Hypnosis,Coleottero - Erba - Ghiaccio - Acciaio,Spettro - Psico,Terra - Roccia - Acqua,Buio - Spettro
#0807,Zeraora,,Elettro,,Pokémon Fulmirapido,Base,88,112,75,102,80,143,600,"100,00",Fake Out,Knock Off,Protect,Rest,Volante - Acqua,–,Terra,–
#0808,Meltan,,Acciaio,,Pokémon Bullone,Base,46,65,65,55,35,34,300,"50,00",Protect,Rest,Toxic,,Folletto - Ghiaccio - Roccia,–,Lotta - Fuoco - Terra,–
#0809,Melmetal,Forma Normale,Acciaio,,Pokémon Bullone,Stadio 1,135,143,143,80,65,34,600,"100,00",Earthquake,Ice Beam,Protect,Rest,Folletto - Ghiaccio - Roccia,–,Lotta - Fuoco - Terra,–
#0809,Melmetal,Forma Gigamax,Acciaio,,Pokémon Bullone,Gigaevoluzione,135,143,143,80,65,34,600,"100,00",Earthquake,Ice Beam,Protect,Rest,Folletto - Ghiaccio - Roccia,–,Lotta - Fuoco - Terra,–
#0810,Grookey,,Erba,,Pokémon Scimpanzé,Base,50,65,50,40,40,65,310,"51,67",Fake Out,Knock Off,Protect,Rest,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0811,Thwackey,,Erba,,Pokémon Ritmo,Stadio 1,70,85,70,55,60,80,420,"70,00",Fake Out,Knock Off,Protect,Rest,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0812,Rillaboom,Forma Normale,Erba,,Pokémon Percussione,Stadio 2,100,125,90,60,70,85,530,"88,33",Boomburst,Earthquake,Fake Out,Frenzy Plant,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0812,Rillaboom,Forma Gigamax,Erba,,Pokémon Percussione,Gigaevoluzione,100,125,90,60,70,85,530,"88,33",Boomburst,Earthquake,Fake Out,Frenzy Plant,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0813,Scorbunny,,Fuoco,,Pokémon Coniglio,Base,50,71,40,40,40,69,310,"51,67",Baton Pass,Protect,Rest,Taunt,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0814,Raboot,,Fuoco,,Pokémon Coniglio,Stadio 1,65,86,60,55,60,94,420,"70,00",Baton Pass,Protect,Rest,Taunt,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0815,Cinderace,Forma Normale,Fuoco,,Pokémon Cannoniere,Stadio 2,80,116,75,65,75,119,530,"88,33",Baton Pass,Blast Burn,Bounce,Coaching,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0815,Cinderace,Forma Gigamax,Fuoco,,Pokémon Cannoniere,Gigaevoluzione,80,116,75,65,75,119,530,"88,33",Baton Pass,Blast Burn,Bounce,Coaching,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0816,Sobble,,Acqua,,Pokémon Acquacertola,Base,50,40,40,70,40,70,310,"51,67",Baton Pass,Light Screen,Protect,Reflect,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0817,Drizzile,,Acqua,,Pokémon Acquacertola,Stadio 1,65,60,55,95,55,90,420,"70,00",Baton Pass,Light Screen,Protect,Reflect,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0818,Inteleon,Forma Normale,Acqua,,Pokémon Agente,Stadio 2,70,85,65,125,65,120,530,"88,33",Air Slash,Aqua Jet,Baton Pass,Dark Pulse,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0818,Inteleon,Forma Gigamax,Acqua,,Pokémon Agente,Gigaevoluzione,70,85,65,125,65,120,530,"88,33",Air Slash,Aqua Jet,Baton Pass,Dark Pulse,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0819,Skwovet,,Normale,,Pokémon Guancepiene,Base,70,55,55,35,35,25,275,"45,83",Protect,Rest,,,–,–,Lotta,–
#0820,Greedent,,Normale,,Pokémon Ingordigia,Stadio 1,120,95,95,55,75,20,460,"76,67",Earthquake,Protect,Rest,,–,–,Lotta,–
#0821,Rookidee,,Volante,,Pokémon Uccellino,Base,38,47,35,33,35,57,245,"40,83",Protect,Rest,Roost,Taunt,Coleottero - Lotta - Erba,–,Elettro - Ghiaccio - Roccia,–
#0822,Corvisquire,,Volante,,Pokémon Corvo,Stadio 1,68,67,55,43,55,77,365,"60,83",Protect,Rest,Roost,Taunt,Coleottero - Lotta - Erba,–,Elettro - Ghiaccio - Roccia,–
#0823,Corviknight,Forma Normale,Volante,Acciaio,Pokémon Corvo,Stadio 2,98,87,105,53,85,67,495,"82,50",Body Press,Brave Bird,Bulk Up,Iron Defense,Coleottero - Lotta - Erba,Folletto - Ghiaccio - Roccia,Elettro - Ghiaccio - Roccia,Lotta - Fuoco - Terra
#0823,Corviknight,Forma Gigamax,Volante,Acciaio,Pokémon Corvo,Gigaevoluzione,98,87,105,53,85,67,495,"82,50",Body Press,Brave Bird,Bulk Up,Iron Defense,Coleottero - Lotta - Erba,Folletto - Ghiaccio - Roccia,Elettro - Ghiaccio - Roccia,Lotta - Fuoco - Terra
#0824,Blipbug,,Coleottero,,Pokémon Coleolarva,Base,25,20,20,25,45,45,180,"30,00",,,,,Erba - Buio - Psico,–,Fuoco - Volante - Roccia,–
#0825,Dottler,,Coleottero,Psico,Pokémon Radome,Stadio 1,50,35,80,50,90,30,335,"55,83",Light Screen,Protect,Reflect,Rest,Erba - Buio - Psico,Lotta - Veleno,Fuoco - Volante - Roccia,Coleottero - Buio - Spettro
#0826,Orbeetle,Forma Normale,Coleottero,Psico,Pokémon Settepunti,Stadio 2,60,45,110,80,120,90,505,"84,17",After You,Ally Switch,Baton Pass,Body Press,Erba - Buio - Psico,Lotta - Veleno,Fuoco - Volante - Roccia,Coleottero - Buio - Spettro
#0826,Orbeetle,Forma Gigamax,Coleottero,Psico,Pokémon Settepunti,Gigaevoluzione,60,45,110,80,120,90,505,"84,17",After You,Ally Switch,Baton Pass,Body Press,Erba - Buio - Psico,Lotta - Veleno,Fuoco - Volante - Roccia,Coleottero - Buio - Spettro
#0827,Nickit,,Buio,,Pokémon Volpe,Base,40,28,28,47,52,50,245,"40,83",Baton Pass,Howl,Knock Off,Protect,Spettro - Psico,–,Coleottero - Folletto - Lotta,–
#0828,Thievul,,Buio,,Pokémon Volpe,Stadio 1,70,58,58,87,92,90,455,"75,83",Baton Pass,Fake Tears,Foul Play,Howl,Spettro - Psico,–,Coleottero - Folletto - Lotta,–
#0829,Gossifleur,,Erba,,Pokémon Fiorfronzolo,Base,40,40,60,40,60,10,250,"41,67",Light Screen,Protect,Rapid Spin,Rest,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0830,Eldegoss,,Erba,,Pokémon Cotofronzolo,Stadio 1,60,50,90,80,120,60,460,"76,67",Aromatherapy,Light Screen,Pollen Puff,Protect,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0831,Wooloo,,Normale,,Pokémon Pecora,Base,42,40,55,40,45,48,270,"45,00",Protect,Rest,,,–,–,Lotta,–
#0832,Dubwool,,Normale,,Pokémon Pecora,Stadio 1,72,80,100,60,90,88,490,"81,67",Baton Pass,Protect,Rest,,–,–,Lotta,–
#0833,Chewtle,,Acqua,,Pokémon Mordace,Base,50,64,50,38,38,44,284,"47,33",Hydro Pump,Protect,Rest,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0834,Drednaw,Forma Normale,Acqua,Roccia,Pokémon Morso,Stadio 1,90,115,90,48,68,74,485,"80,83",Earthquake,Head Smash,High Horsepower,Hydro Pump,Fuoco - Terra - Roccia,Coleottero - Fuoco - Volante - Ghiaccio,Elettro - Erba,Lotta - Erba - Terra - Acciaio - Acqua
#0834,Drednaw,Forma Gigamax,Acqua,Roccia,Pokémon Morso,Gigaevoluzione,90,115,90,48,68,74,485,"80,83",Earthquake,Head Smash,High Horsepower,Hydro Pump,Fuoco - Terra - Roccia,Coleottero - Fuoco - Volante - Ghiaccio,Elettro - Erba,Lotta - Erba - Terra - Acciaio - Acqua
#0835,Yamper,,Elettro,,Pokémon Cagnolino,Base,59,45,50,40,50,26,270,"45,00",Howl,Protect,Rest,Snarl,Volante - Acqua,–,Terra,–
#0836,Boltund,,Elettro,,Pokémon Cane,Stadio 1,69,90,60,90,60,121,490,"81,67",Charm,Discharge,Eerie Impulse,Electrify,Volante - Acqua,–,Terra,–
#0837,Rolycoly,,Roccia,,Pokémon Carbone,Base,30,40,50,40,50,30,240,"40,00",Protect,Rapid Spin,Reflect,Rest,Coleottero - Fuoco - Volante - Ghiaccio,–,Lotta - Erba - Terra - Acciaio - Acqua,–
#0838,Carkol,,Roccia,Fuoco,Pokémon Carbone,Stadio 1,80,60,90,60,70,50,410,"68,33",Protect,Rapid Spin,Reflect,Rest,Coleottero - Fuoco - Volante - Ghiaccio,Coleottero - Erba - Ghiaccio - Acciaio,Lotta - Erba - Terra - Acciaio - Acqua,Terra - Roccia - Acqua
#0839,Coalossal,Forma Normale,Roccia,Fuoco,Pokémon Carbone,Stadio 2,110,80,120,80,90,30,510,"85,00",Earth Power,Earthquake,Heat Wave,Meteor Beam,Coleottero - Fuoco - Volante - Ghiaccio,Coleottero - Erba - Ghiaccio - Acciaio,Lotta - Erba - Terra - Acciaio - Acqua,Terra - Roccia - Acqua
#0839,Coalossal,Forma Gigamax,Roccia,Fuoco,Pokémon Carbone,Gigaevoluzione,110,80,120,80,90,30,510,"85,00",Earth Power,Earthquake,Heat Wave,Meteor Beam,Coleottero - Fuoco - Volante - Ghiaccio,Coleottero - Erba - Ghiaccio - Acciaio,Lotta - Erba - Terra - Acciaio - Acqua,Terra - Roccia - Acqua
#0840,Applin,,Erba,Drago,Pokémon Pomicolo,Base,40,40,80,40,40,20,260,"43,33",,,,,Terra - Roccia - Acqua,Drago,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Drago - Folletto - Ghiaccio
#0841,Flapple,Forma Normale,Erba,Drago,Pokémon Pomivolo,Stadio 1,70,110,80,95,60,70,485,"80,83",Acrobatics,Dragon Dance,Dragon Rush,Dual Wingbeat,Terra - Roccia - Acqua,Drago,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Drago - Folletto - Ghiaccio
#0841,Flapple,Forma Gigamax,Erba,Drago,Pokémon Pomivolo,Gigaevoluzione,70,110,80,95,60,70,485,"80,83",Acrobatics,Dragon Dance,Dragon Rush,Dual Wingbeat,Terra - Roccia - Acqua,Drago,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Drago - Folletto - Ghiaccio
#0842,Appletun,Forma Normale,Erba,Drago,Pokémon Pomisucco,Stadio 1,110,85,80,100,80,30,485,"80,83",Apple Acid,Body Press,Draco Meteor,Dragon Pulse,Terra - Roccia - Acqua,Drago,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Drago - Folletto - Ghiaccio
#0842,Appletun,Forma Gigamax,Erba,Drago,Pokémon Pomisucco,Gigaevoluzione,110,85,80,100,80,30,485,"80,83",Apple Acid,Body Press,Draco Meteor,Dragon Pulse,Terra - Roccia - Acqua,Drago,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Drago - Folletto - Ghiaccio
#0843,Silicobra,,Terra,,Pokémon Sabbiaserpe,Base,52,57,75,35,50,46,315,"52,50",Earthquake,Protect,Rest,,Elettro - Fuoco - Veleno - Roccia - Acciaio,–,Erba - Ghiaccio - Acqua,–
#0844,Sandaconda,Forma Normale,Terra,,Pokémon Sabbiaserpe,Stadio 1,72,107,125,65,70,71,510,"85,00",Body Press,Coil,Drill Run,Earthquake,Elettro - Fuoco - Veleno - Roccia - Acciaio,–,Erba - Ghiaccio - Acqua,–
#0844,Sandaconda,Forma Gigamax,Terra,,Pokémon Sabbiaserpe,Gigaevoluzione,72,107,125,65,70,71,510,"85,00",Body Press,Coil,Drill Run,Earthquake,Elettro - Fuoco - Veleno - Roccia - Acciaio,–,Erba - Ghiaccio - Acqua,–
#0845,Cramorant,Forma Normale,Volante,Acqua,Pokémon Inghiottone,Base,70,85,55,85,95,85,475,"79,17",Air Slash,Hydro Pump,Ice Beam,Icy Wind,Coleottero - Lotta - Erba,Fuoco - Terra - Roccia,Elettro - Ghiaccio - Roccia,Elettro - Erba
#0845,Cramorant,Forma Ighiottitutto,Volante,Acqua,Pokémon Inghiottone,Base,70,85,55,85,95,85,475,"79,17",Air Slash,Hydro Pump,Ice Beam,Icy Wind,Coleottero - Lotta - Erba,Fuoco - Terra - Roccia,Elettro - Ghiaccio - Roccia,Elettro - Erba
#0845,Cramorant,Forma Inghiottintero,Volante,Acqua,Pokémon Inghiottone,Base,70,85,55,85,95,85,475,"79,17",Air Slash,Hydro Pump,Ice Beam,Icy Wind,Coleottero - Lotta - Erba,Fuoco - Terra - Roccia,Elettro - Ghiaccio - Roccia,Elettro - Erba
#0846,Arrokuda,,Acqua,,Pokémon Carica,Base,41,63,40,40,30,66,280,"46,67",Protect,Rest,Scald,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0847,Barraskewda,,Acqua,,Pokémon Spiedo,Stadio 1,61,123,60,60,50,136,490,"81,67",Aqua Jet,Close Combat,Crunch,Drill Run,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0848,Toxel,,Elettro,Veleno,Pokémon Bebè,Base,40,38,35,54,35,40,242,"40,33",Protect,Rest,,,Volante - Acqua,Folletto - Erba,Terra,Terra - Psico
#0849,Toxtricity,Forma Melodia,Elettro,Veleno,Pokémon Punk,Stadio 1,75,98,70,114,70,75,502,"83,67",Boomburst,Overdrive,Protect,Rest,Volante - Acqua,Folletto - Erba,Terra,Terra - Psico
#0849,Toxtricity,Forma Basso,Elettro,Veleno,Pokémon Punk,Stadio 1,75,98,70,114,70,75,502,"83,67",Boomburst,Overdrive,Protect,Rest,Volante - Acqua,Folletto - Erba,Terra,Terra - Psico
#0849,Toxtricity,Forma Gigamax,Elettro,Veleno,Pokémon Punk,Gigaevoluzione,75,98,70,114,70,75,502,"83,67",Boomburst,Overdrive,Protect,Rest,Volante - Acqua,Folletto - Erba,Terra,Terra - Psico
#0850,Sizzlipede,,Fuoco,Coleottero,Pokémon Termogeno,Base,50,65,45,50,50,45,305,"50,83",Knock Off,Protect,Rest,Scald,Coleottero - Erba - Ghiaccio - Acciaio,Erba - Buio - Psico,Terra - Roccia - Acqua,Fuoco - Volante - Roccia
#0851,Centiskorch,Forma Normale,Fuoco,Coleottero,Pokémon Termogeno,Stadio 1,100,115,65,90,90,65,525,"87,50",Coil,Fire Lash,Flare Blitz,Knock Off,Coleottero - Erba - Ghiaccio - Acciaio,Erba - Buio - Psico,Terra - Roccia - Acqua,Fuoco - Volante - Roccia
#0851,Centiskorch,Forma Gigamax,Fuoco,Coleottero,Pokémon Termogeno,Gigaevoluzione,100,115,65,90,90,65,525,"87,50",Coil,Fire Lash,Flare Blitz,Knock Off,Coleottero - Erba - Ghiaccio - Acciaio,Erba - Buio - Psico,Terra - Roccia - Acqua,Fuoco - Volante - Roccia
#0852,Clobbopus,,Lotta,,Pokémon Bizze,Base,50,68,60,50,50,32,310,"51,67",Protect,Rest,Taunt,,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0853,Grapploct,,Lotta,,Pokémon Jujitsu,Stadio 1,80,118,90,70,80,42,480,"80,00",Brick Break,Coaching,Drain Punch,Hydro Pump,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0854,Sinistea,Forma Contraffatta,Spettro,,Pokémon Tè,Base,40,45,45,74,54,50,308,"51,33",,,,,Spettro - Psico,–,Buio - Spettro,–
#0854,Sinistea,Forma Autentica,Spettro,,Pokémon Tè,Base,40,45,45,74,54,50,308,"51,33",,,,,Spettro - Psico,–,Buio - Spettro,–
#0855,Polteageist,Forma Contraffatta,Spettro,,Pokémon Tè,Stadio 1,60,65,65,134,114,70,508,"84,67",Baton Pass,Light Screen,Protect,Reflect,Spettro - Psico,–,Buio - Spettro,–
#0855,Polteageist,Forma Autentica,Spettro,,Pokémon Tè,Stadio 1,60,65,65,134,114,70,508,"84,67",Baton Pass,Light Screen,Protect,Reflect,Spettro - Psico,–,Buio - Spettro,–
#0856,Hatenna,,Psico,,Pokémon Calma,Base,42,30,45,56,53,39,265,"44,17",Baton Pass,Light Screen,Protect,Rest,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0857,Hattrem,,Psico,,Pokémon Quiete,Stadio 1,57,40,65,86,73,49,370,"61,67",Baton Pass,Light Screen,Protect,Rest,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0858,Hatterene,Forma Normale,Psico,Folletto,Pokémon Silenzio,Stadio 2,57,90,95,136,103,29,510,"85,00",Baton Pass,Dazzling Gleam,Expanding Force,Light Screen,Lotta - Veleno,Lotta - Buio - Drago,Coleottero - Buio - Spettro,Veleno - Acciaio
#0858,Hatterene,Forma Gigamax,Psico,Folletto,Pokémon Silenzio,Gigaevoluzione,57,90,95,136,103,29,510,"85,00",Baton Pass,Dazzling Gleam,Expanding Force,Light Screen,Lotta - Veleno,Lotta - Buio - Drago,Coleottero - Buio - Spettro,Veleno - Acciaio
#0859,Impidimp,,Buio,Folletto,Pokémon Scaltro,Base,45,45,30,55,40,50,265,"44,17",Fake Out,Protect,Rest,Taunt,Spettro - Psico,Lotta - Buio - Drago,Coleottero - Folletto - Lotta,Veleno - Acciaio
#0860,Morgrem,,Buio,Folletto,Pokémon Furbizia,Stadio 1,65,60,45,75,55,70,370,"61,67",Fake Out,Light Screen,Protect,Reflect,Spettro - Psico,Lotta - Buio - Drago,Coleottero - Folletto - Lotta,Veleno - Acciaio
#0861,Grimmsnarl,Forma Normale,Buio,Folletto,Pokémon Granfisico,Stadio 2,95,120,65,95,75,60,510,"85,00",Fake Out,Fake Tears,Foul Play,Light Screen,Spettro - Psico,Lotta - Buio - Drago,Coleottero - Folletto - Lotta,Veleno - Acciaio
#0861,Grimmsnarl,Forma Gigamax,Buio,Folletto,Pokémon Granfisico,Gigaevoluzione,95,120,65,95,75,60,510,"85,00",Fake Out,Fake Tears,Foul Play,Light Screen,Spettro - Psico,Lotta - Buio - Drago,Coleottero - Folletto - Lotta,Veleno - Acciaio
#0862,Obstagoon,,Buio,Normale,Pokémon Bloccaggio,Stadio 2,93,90,101,60,81,95,520,"86,67",Body Slam,Brick Break,Bulk Up,Close Combat,Spettro - Psico,–,Coleottero - Folletto - Lotta,Lotta
#0863,Perrserker,,Acciaio,,Pokémon Vichingo,Stadio 1,70,110,100,50,60,50,440,"73,33",Baton Pass,Close Combat,Fake Out,Gunk Shot,Folletto - Ghiaccio - Roccia,–,Lotta - Fuoco - Terra,–
#0864,Cursola,,Spettro,,Pokémon Corallo,Stadio 1,60,95,50,145,130,30,510,"85,00",Blizzard,Burning Jealousy,Destiny Bond,Earth Power,Spettro - Psico,–,Buio - Spettro,–
#0865,Sirfetch'd,,Lotta,,Pokémon Selvanatra,Stadio 1,62,135,95,68,82,65,507,"84,50",,,,,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
