N. Pokédex,Pokémon,Forme,Tipo1,Tipo2,Categoria,Grado,PS,Attacco,Difesa,Attacco sp.,Difesa sp.,Velocità,Totale,Media,Mossa 1,Mossa 2,Mossa 3,Mossa 4,Forte 1 Contro,Forte 2 Contro,Debole 1 Contro,Debole 2 Contro
#0479,Rotom,Forma Calore,Elettro,Fuoco,Pokémon Plasma,Base,50,65,107,105,107,86,520,86.67,Light Screen,Protect,Reflect,Rest,Volante - Acqua,Coleottero - Erba - Ghiaccio - Acciaio,Terra,Terra - Roccia - Acqua
#0479,Rotom,Forma Lavaggio,Elettro,Acqua,Pokémon Plasma,Base,50,65,107,105,107,86,520,86.67,Light Screen,Protect,Reflect,Rest,Volante - Acqua,Fuoco - Terra - Roccia,Terra,Elettro - Erba
#0479,Rotom,Forma Gelo,Elettro,Ghiaccio,Pokémon Plasma,Base,50,65,107,105,107,86,520,86.67,Light Screen,Protect,Reflect,Rest,Volante - Acqua,Drago - Volante - Erba - Terra,Terra,Lotta - Fuoco - Roccia - Acciaio
#0479,Rotom,Forma Vortice,Elettro,Volante,Pokémon Plasma,Base,50,65,107,105,107,86,520,86.67,Light Screen,Protect,Reflect,Rest,Volante - Acqua,Coleottero - Lotta - Erba,Terra,Elettro - Ghiaccio - Roccia
#0479,Rotom,Forma Taglio,Elettro,Erba,Pokémon Plasma,Base,50,65,107,105,107,86,520,86.67,Light Screen,Protect,Reflect,Rest,Volante - Acqua,Terra - Roccia - Acqua,Terra,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0480,Uxie,,Psico,,Pokémon Sapienza,Base,75,75,130,75,130,95,580,96.67,Ally Switch,Baton Pass,Dazzling Gleam,Drain Punch,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0481,Mesprit,,Psico,,Pokémon Emozione,Base,80,105,105,105,105,80,580,96.67,Baton Pass,Ice Beam,Imprison,Light Screen,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0482,Azelf,,Psico,,Pokémon Volontà,Base,75,125,70,125,70,115,580,96.67,Baton Pass,Dazzling Gleam,Detect,Expanding Force,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0483,Dialga,Forma Normale,Acciaio,Drago,Pokémon Tempo,Base,100,120,120,150,100,90,680,113.33,Earthquake,Ice Beam,Protect,Rest,Folletto - Ghiaccio - Roccia,Drago,Lotta - Fuoco - Terra,Drago - Folletto - Ghiaccio
#0483,Dialga,Forma Origine,Acciaio,Drago,Pokémon Tempo,Base,100,100,120,150,120,90,680,113.33,Earthquake,Ice Beam,Protect,Rest,Folletto - Ghiaccio - Roccia,Drago,Lotta - Fuoco - Terra,Drago - Folletto - Ghiaccio
#0484,Palkia,Forma Normale,Acqua,Drago,Pokémon Spazio,Base,90,120,100,150,120,100,680,113.33,Earthquake,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,Drago,Elettro - Erba,Drago - Folletto - Ghiaccio
#0484,Palkia,Forma Origine,Acqua,Drago,Pokémon Spazio,Base,90,100,100,150,120,120,680,113.33,Earthquake,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,Drago,Elettro - Erba,Drago - Folletto - Ghiaccio
#0485,Heatran,,Fuoco,Acciaio,Pokémon Cratere,Base,91,90,106,130,106,77,600,100.00,Ancient Power,Burning Jealousy,Earth Power,Earthquake,Coleottero - Erba - Ghiaccio - Acciaio,Folletto - Ghiaccio - Roccia,Terra - Roccia - Acqua,Lotta - Fuoco - Terra
#0486,Regigigas,,Normale,,Pokémon Colossale,Base,110,160,110,80,110,100,670,111.67,Darkest Lariat,Earthquake,Fire Punch,Giga Impact,–,–,Lotta,–
#0487,Giratina,Forma Origine,Spettro,Drago,Pokémon Ribelle,Base,150,120,100,120,100,90,680,113.33,Destiny Bond,Earthquake,Protect,Rest,Spettro - Psico,Drago,Buio - Spettro,Drago - Folletto - Ghiaccio
#0487,Giratina,Forma Alterata,Spettro,Drago,Pokémon Ribelle,Base,150,100,120,100,120,90,680,113.33,Destiny Bond,Earthquake,Protect,Rest,Spettro - Psico,Drago,Buio - Spettro,Drago - Folletto - Ghiaccio
#0488,Cresselia,,Psico,,Pokémon Falcato,Base,120,70,110,75,120,85,580,96.67,Ally Switch,Helping Hand,Ice Beam,Icy Wind,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0494,Victini,,Psico,Fuoco,Pokémon Vittoria,Base,100,100,100,100,100,100,600,100.00,Baton Pass,Light Screen,Protect,Rest,Lotta - Veleno,Coleottero - Erba - Ghiaccio - Acciaio,Coleottero - Buio - Spettro,Terra - Roccia - Acqua
#0506,Lillipup,,Normale,,Pokémon Cagnolino,Base,45,60,45,25,45,55,275,45.83,Howl,Protect,Rest,Snarl,–,–,Lotta,–
#0507,Herdier,,Normale,,Pokémon Fedeltà,Stadio 1,65,80,65,35,65,60,370,61.67,Howl,Protect,Rest,Snarl,–,–,Lotta,–
#0508,Stoutland,,Normale,,Pokémon Generosità,Stadio 2,85,110,90,45,90,80,500,83.33,Baby-Doll Eyes,Crunch,Giga Impact,Howl,–,–,Lotta,–
#0509,Purrloin,,Buio,,Pokémon Furbizia,Base,41,50,37,50,37,66,281,46.83,Baton Pass,Fake Out,Knock Off,Protect,Spettro - Psico,–,Coleottero - Folletto - Lotta,–
#0510,Liepard,,Buio,,Pokémon Sanguefreddo,Stadio 1,64,88,50,88,50,106,446,74.33,Baton Pass,Copycat,Fake Out,Fake Tears,Spettro - Psico,–,Coleottero - Folletto - Lotta,–
#0517,Munna,,Psico,,Pokémon Divorasogni,Base,76,25,45,67,55,24,292,48.67,Baton Pass,Light Screen,Protect,Reflect,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0518,Musharna,,Psico,,Pokémon Dormiveglia,Stadio 1,116,55,85,107,95,29,487,81.17,Ally Switch,Baton Pass,Helping Hand,Imprison,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0519,Pidove,,Normale,Volante,Pokémon Piccione,Base,50,55,50,36,30,43,264,44.00,Protect,Rest,Roost,Taunt,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0520,Tranquill,,Normale,Volante,Pokémon Granpiccione,Stadio 1,62,77,62,50,42,65,358,59.67,Protect,Rest,Roost,Taunt,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0521,Unfezant,Maschio,Normale,Volante,Pokémon Orgoglio,Stadio 2,80,115,80,65,55,93,488,81.33,Brave Bird,Detect,Night Slash,Protect,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0521,Unfezant,Femmina,Normale,Volante,Pokémon Orgoglio,Stadio 2,80,115,80,65,55,93,488,81.33,Brave Bird,Detect,Night Slash,Protect,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0524,Roggenrola,,Roccia,,Pokémon Placca,Base,55,75,85,25,25,15,280,46.67,Earthquake,Protect,Rest,Stealth Rock,Coleottero - Fuoco - Volante - Ghiaccio,–,Lotta - Erba - Terra - Acciaio - Acqua,–
#0525,Boldore,,Roccia,,Pokémon Minerale,Stadio 1,70,105,105,50,40,20,390,65.00,Earthquake,Protect,Rest,Stealth Rock,Coleottero - Fuoco - Volante - Ghiaccio,–,Lotta - Erba - Terra - Acciaio - Acqua,–
#0526,Gigalith,,Roccia,,Pokémon Pressionalta,Stadio 2,85,135,130,60,80,25,515,85.83,Earthquake,Heavy Slam,Iron Head,Protect,Coleottero - Fuoco - Volante - Ghiaccio,–,Lotta - Erba - Terra - Acciaio - Acqua,–
#0527,Woobat,,Psico,Volante,Pokémon Pipistrello,Base,65,45,43,55,43,72,323,53.83,Baton Pass,Knock Off,Light Screen,Protect,Lotta - Veleno,Coleottero - Lotta - Erba,Coleottero - Buio - Spettro,Elettro - Ghiaccio - Roccia
#0528,Swoobat,,Psico,Volante,Pokémon Cercamore,Stadio 1,67,57,55,77,55,114,425,70.83,Air Slash,Baton Pass,Calm Mind,Expanding Force,Lotta - Veleno,Coleottero - Lotta - Erba,Coleottero - Buio - Spettro,Elettro - Ghiaccio - Roccia
#0529,Drilbur,,Terra,,Pokémon Talpa,Base,60,85,40,30,45,68,328,54.67,Earthquake,Protect,Rapid Spin,Rest,Elettro - Fuoco - Veleno - Roccia - Acciaio,–,Erba - Ghiaccio - Acqua,–
#0530,Excadrill,,Terra,Acciaio,Pokémon Sottoterra,Stadio 1,110,135,60,50,65,88,508,84.67,Earthquake,High Horsepower,Iron Head,Protect,Elettro - Fuoco - Veleno - Roccia - Acciaio,Folletto - Ghiaccio - Roccia,Erba - Ghiaccio - Acqua,Lotta - Fuoco - Terra
#0531,Audino,Forma Normale,Normale,,Pokémon Ascolto,Base,103,60,86,60,86,50,445,74.17,Ice Beam,Light Screen,Protect,Reflect,–,–,Lotta,–
#0532,Timburr,,Lotta,,Pokémon Forzaimmane,Base,75,80,55,25,35,35,305,50.83,Knock Off,Protect,Rest,Taunt,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0533,Gurdurr,,Lotta,,Pokémon Forzaimmane,Stadio 1,85,105,85,40,50,40,405,67.50,Knock Off,Protect,Rest,Taunt,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0534,Conkeldurr,,Lotta,,Pokémon Forzaimmane,Stadio 2,105,140,95,55,65,45,505,84.17,Detect,Drain Punch,Earthquake,Fire Punch,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0535,Tympole,,Acqua,,Pokémon Girino,Base,50,50,40,50,40,64,294,49.00,Attract,Hydro Pump,Icy Wind,Protect,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0536,Palpitoad,,Acqua,Terra,Pokémon Vibrazione,Stadio 1,75,65,55,65,55,69,384,64.00,Hydro Pump,Protect,Rest,Scald,Fuoco - Terra - Roccia,Elettro - Fuoco - Veleno - Roccia - Acciaio,Elettro - Erba,Erba - Ghiaccio - Acqua
#0537,Seismitoad,,Acqua,Terra,Pokémon Vibrazione,Stadio 2,105,95,75,85,75,74,509,84.83,Bulldoze,Earth Power,Earthquake,Grass Knot,Fuoco - Terra - Roccia,Elettro - Fuoco - Veleno - Roccia - Acciaio,Elettro - Erba,Erba - Ghiaccio - Acqua
#0538,Throh,,Lotta,,Pokémon Judo,Base,120,100,85,30,85,45,465,77.50,Earthquake,Knock Off,Protect,Rest,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0539,Sawk,,Lotta,,Pokémon Karate,Base,75,125,75,30,75,85,465,77.50,Earthquake,Knock Off,Protect,Rest,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0543,Venipede,,Coleottero,Veleno,Pokémon Centipede,Base,30,45,59,30,39,57,260,43.33,Protect,Rest,Toxic,,Erba - Buio - Psico,Folletto - Erba,Fuoco - Volante - Roccia,Terra - Psico
#0544,Whirlipede,,Coleottero,Veleno,Pokémon Rotopede,Stadio 1,40,55,99,40,79,47,360,60.00,Protect,Rest,Toxic,,Erba - Buio - Psico,Folletto - Erba,Fuoco - Volante - Roccia,Terra - Psico
#0545,Scolipede,,Coleottero,Veleno,Pokémon Megapede,Stadio 2,60,100,89,55,69,112,485,80.83,Baton Pass,Bulldoze,Earthquake,Megahorn,Erba - Buio - Psico,Folletto - Erba,Fuoco - Volante - Roccia,Terra - Psico
#0546,Cottonee,,Erba,Folletto,Pokémon Cotonpalla,Base,40,27,60,37,50,66,280,46.67,Knock Off,Protect,Rest,Taunt,Terra - Roccia - Acqua,Lotta - Buio - Drago,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Veleno - Acciaio
#0547,Whimsicott,,Erba,Folletto,Pokémon Spiffero,Stadio 1,60,67,85,77,75,116,480,80.00,Dazzling Gleam,Encore,Energy Ball,Fake Tears,Terra - Roccia - Acqua,Lotta - Buio - Drago,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Veleno - Acciaio
#0548,Petilil,,Erba,,Pokémon Radice,Base,45,35,50,70,50,30,280,46.67,Protect,Rest,Toxic,,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0549,Lilligant,Forma Normale,Erba,,Pokémon Fiorfronzolo,Stadio 1,70,60,75,110,75,90,480,80.00,After You,Leaf Storm,Light Screen,Protect,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0549,Lilligant,Forma Hisui,Erba,Lotta,Pokémon Girevole,Stadio 1,70,105,75,50,75,105,480,80.00,After You,Leaf Storm,Light Screen,Protect,Terra - Roccia - Acqua,Buio - Ghiaccio - Normale - Roccia - Acciaio,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Folletto - Volante - Psico
#0550,Basculin,Linearossa,Acqua,,Pokémon Irruenza,Base,70,92,65,80,55,98,460,76.67,Flip Turn,Head Smash,Hydro Pump,Ice Beam,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0550,Basculin,Lineablu,Acqua,,Pokémon Irruenza,Base,70,92,65,80,55,98,460,76.67,Flip Turn,Head Smash,Hydro Pump,Ice Beam,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0550,Basculin,Lineabianca,Acqua,,Pokémon Irruenza,Base,70,92,65,80,55,98,460,76.67,Flip Turn,Head Smash,Hydro Pump,Ice Beam,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0551,Sandile,,Terra,Buio,Pokémon Sabbiadrillo,Base,50,72,35,35,35,65,292,48.67,Earthquake,Protect,Rest,Snarl,Elettro - Fuoco - Veleno - Roccia - Acciaio,Spettro - Psico,Erba - Ghiaccio - Acqua,Coleottero - Folletto - Lotta
#0552,Krokorok,,Terra,Buio,Pokémon Sabbiadrillo,Stadio 1,60,82,45,45,45,74,351,58.50,Earthquake,Knock Off,Protect,Rest,Elettro - Fuoco - Veleno - Roccia - Acciaio,Spettro - Psico,Erba - Ghiaccio - Acqua,Coleottero - Folletto - Lotta
#0553,Krookodile,,Terra,Buio,Pokémon Minaccia,Stadio 2,95,117,80,65,70,92,519,86.50,Close Combat,Darkest Lariat,Earthquake,High Horsepower,Elettro - Fuoco - Veleno - Roccia - Acciaio,Spettro - Psico,Erba - Ghiaccio - Acqua,Coleottero - Folletto - Lotta
#0554,Darumaka,Formale Normale,Fuoco,,Pokémon Daruma,Base,70,90,45,15,45,50,315,52.50,Protect,Rest,Taunt,Toxic,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0554,Darumaka,Forma Galar,Ghiaccio,,Pokémon Daruma,Base,70,90,45,15,45,50,315,52.50,Ice Beam,Protect,Rest,Taunt,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0555,Darmanitan,Forma Normale,Fuoco,,Pokémon Altefiamme,Stadio 1,105,140,55,30,55,95,480,80.00,Earthquake,Flare Blitz,Iron Head,Protect,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0555,Darmanitan,Forma Zen,Fuoco,Psico,Pokémon Altefiamme,Stadio 1,105,30,105,140,105,55,540,90.00,Earthquake,Flare Blitz,Iron Head,Protect,Coleottero - Erba - Ghiaccio - Acciaio,Lotta - Veleno,Terra - Roccia - Acqua,Coleottero - Buio - Spettro
#0555,Darmanitan,Forma Galar,Ghiaccio,,Pokémon Daruma,Stadio 1,105,140,55,30,55,95,480,80.00,Earthquake,Fire Punch,Flare Blitz,Ice Beam,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0555,Darmanitan,Forma Zen Galar,Ghiaccio,Psico,Pokémon Daruma,Stadio 1,105,160,55,30,55,135,540,90.00,Earthquake,Flare Blitz,Iron Head,Protect,Drago - Volante - Erba - Terra,Lotta - Veleno,Lotta - Fuoco - Roccia - Acciaio,Coleottero - Buio - Spettro
#0556,Maractus,,Erba,,Pokémon Cactus,Base,75,86,67,106,67,60,461,76.83,Cotton Guard,Energy Ball,Giga Drain,Helping Hand,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0557,Dwebble,,Coleottero,Roccia,Pokémon Pietracasa,Base,50,65,85,35,35,55,325,54.17,Earthquake,Knock Off,Protect,Rest,Erba - Buio - Psico,Coleottero - Fuoco - Volante - Ghiaccio,Fuoco - Volante - Roccia,Lotta - Erba - Terra - Acciaio - Acqua
#0558,Crustle,,Coleottero,Roccia,Pokémon Scogliocasa,Stadio 1,70,105,125,65,75,45,485,80.83,Earthquake,Knock Off,Protect,Rest,Erba - Buio - Psico,Coleottero - Fuoco - Volante - Ghiaccio,Fuoco - Volante - Roccia,Lotta - Erba - Terra - Acciaio - Acqua
#0559,Scraggy,,Buio,Lotta,Pokémon Mutapelle,Base,50,75,70,35,70,48,348,58.00,Fake Out,Head Smash,Knock Off,Protect,Spettro - Psico,Buio - Ghiaccio - Normale - Roccia - Acciaio,Coleottero - Folletto - Lotta,Folletto - Volante - Psico
#0560,Scrafty,,Buio,Lotta,Pokémon Furfante,Stadio 1,65,90,115,45,115,58,488,81.33,Brick Break,Close Combat,Coaching,Crunch,Spettro - Psico,Buio - Ghiaccio - Normale - Roccia - Acciaio,Coleottero - Folletto - Lotta,Folletto - Volante - Psico
#0561,Sigilyph,,Psico,Volante,Pokémon Pseuduccello,Base,72,58,80,103,80,97,490,81.67,Air Slash,Gravity,Hypnosis,Ice Beam,Lotta - Veleno,Coleottero - Lotta - Erba,Coleottero - Buio - Spettro,Elettro - Ghiaccio - Roccia
#0562,Yamask,,Terra,Spettro,Pokémon Fatuanima,Base,38,30,85,55,65,30,303,50.50,Destiny Bond,Knock Off,Protect,Rest,Elettro - Fuoco - Veleno - Roccia - Acciaio,Spettro - Psico,Erba - Ghiaccio - Acqua,Buio - Spettro
#0562,Yamask,,Spettro,,Pokémon Fatuanima,Base,38,55,85,30,65,30,303,50.50,Destiny Bond,Knock Off,Protect,Rest,Spettro - Psico,–,Buio - Spettro,–
#0563,Cofagrigus,,Spettro,,Pokémon Bara,Stadio 1,58,50,145,95,105,30,483,80.50,Ally Switch,Body Press,Curse,Destiny Bond,Spettro - Psico,–,Buio - Spettro,–
#0564,Tirtouga,,Acqua,Roccia,Pokémon Ancestruga,Base,54,78,103,53,45,22,355,59.17,Earthquake,Hydro Pump,Ice Beam,Knock Off,Fuoco - Terra - Roccia,Coleottero - Fuoco - Volante - Ghiaccio,Elettro - Erba,Lotta - Erba - Terra - Acciaio - Acqua
#0565,Carracosta,,Acqua,Roccia,Pokémon Ancestruga,Stadio 1,74,108,133,83,65,32,495,82.50,Earthquake,Hydro Pump,Ice Beam,Knock Off,Fuoco - Terra - Roccia,Coleottero - Fuoco - Volante - Ghiaccio,Elettro - Erba,Lotta - Erba - Terra - Acciaio - Acqua
#0566,Archen,,Roccia,Volante,Pokémon Paleouccello,Base,55,112,45,74,45,70,401,66.83,Earthquake,Head Smash,Knock Off,Protect,Coleottero - Fuoco - Volante - Ghiaccio,Coleottero - Lotta - Erba,Lotta - Erba - Terra - Acciaio - Acqua,Elettro - Ghiaccio - Roccia
#0567,Archeops,,Roccia,Volante,Pokémon Paleouccello,Stadio 1,75,140,65,112,65,110,567,94.50,Air Slash,Dual Wingbeat,Earth Power,Earthquake,Coleottero - Fuoco - Volante - Ghiaccio,Coleottero - Lotta - Erba,Lotta - Erba - Terra - Acciaio - Acqua,Elettro - Ghiaccio - Roccia
#0568,Trubbish,,Veleno,,Pokémon Spazzatura,Base,50,50,62,40,62,65,329,54.83,Protect,Rest,Toxic,,Folletto - Erba,–,Terra - Psico,–
#0569,Garbodor,Forma Normale,Veleno,,Pokémon Discarica,Stadio 1,80,95,82,60,82,75,474,79.00,Body Press,Corrosive Gas,Drain Punch,,Folletto - Erba,–,Terra - Psico,–
#0570,Zorua,Forma Normale,Buio,,Pokémon Malavolpe,Base,40,65,40,80,40,65,330,55.00,Knock Off,Protect,Rest,Snarl,Spettro - Psico,–,Coleottero - Folletto - Lotta,–
#0570,Zorua,Forma Hisui,Normale,Spettro,Pokémon Rancorvolpe,Base,35,60,40,85,40,70,330,55.00,Knock Off,Protect,Rest,Snarl,–,Spettro - Psico,Lotta,Buio - Spettro
#0571,Zoroark,Forma Normale,Buio,,Pokémon Mutevolpe,Stadio 1,60,105,60,120,60,105,510,85.00,Burning Jealousy,Dark Pulse,Fake Tears,Flamethrower,Spettro - Psico,–,Coleottero - Folletto - Lotta,–
#0571,Zoroark,Forma Hisui,Normale,Spettro,Pokémon Maledivolpe,Stadio 1,60,105,60,120,60,105,510,85.00,Burning Jealousy,Dark Pulse,Fake Tears,Flamethrower,–,Spettro - Psico,Lotta,Buio - Spettro
#0572,Minccino,,Normale,,Pokémon Cincillà,Base,55,50,40,40,40,75,300,50.00,Knock Off,Protect,Rest,Toxic,–,–,Lotta,–
#0573,Cinccino,,Normale,,Pokémon Sciarpa,Stadio 1,75,95,60,65,60,115,470,78.33,Bullet Seed,Knock Off,Light Screen,Protect,–,–,Lotta,–
#0574,Gothita,,Psico,,Pokémon Fissosguardo,Base,45,30,50,55,65,45,290,48.33,Fake Out,Hypnosis,Light Screen,Protect,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0575,Gothorita,,Psico,,Pokémon Raggiro,Stadio 1,60,45,70,75,85,55,390,65.00,Fake Out,Light Screen,Protect,Reflect,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0576,Gothitelle,,Psico,,Pokémon Corpoceleste,Stadio 2,70,55,95,95,110,65,490,81.67,Ally Switch,Expanding Force,Fake Out,Helping Hand,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0577,Solosis,,Psico,,Pokémon Cellula,Base,45,30,40,105,50,20,290,48.33,Light Screen,Protect,Reflect,Rest,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0578,Duosion,,Psico,,Pokémon Scissione,Stadio 1,65,40,50,125,60,30,370,61.67,Light Screen,Protect,Reflect,Rest,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0579,Reuniclus,,Psico,,Pokémon Espansione,Stadio 2,110,65,75,125,85,30,490,81.67,Energy Ball,Expanding Force,Focus Blast,Knock Off,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0582,Vanillite,,Ghiaccio,,Pokémon Nevefresca,Base,36,50,50,65,60,44,305,50.83,Ice Beam,Light Screen,Protect,Rest,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0583,Vanillish,,Ghiaccio,,Pokémon Geloneve,Stadio 1,51,65,65,80,75,59,395,65.83,Ice Beam,Light Screen,Protect,Rest,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0584,Vanilluxe,,Ghiaccio,,Pokémon Bufera,Stadio 2,71,95,85,110,95,79,535,89.17,Aurora Veil,Beat Up,Blizzard,Freeze-Dry,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0587,Emolga,,Elettro,Volante,Pokémon Petauro,Base,55,75,60,75,60,103,428,71.33,Baton Pass,Charm,Eerie Impulse,Knock Off,Volante - Acqua,Coleottero - Lotta - Erba,Terra,Elettro - Ghiaccio - Roccia
#0588,Karrablast,,Coleottero,,Pokémon Addentatore,Base,50,75,45,40,45,60,315,52.50,Knock Off,Protect,Rest,Toxic,Erba - Buio - Psico,–,Fuoco - Volante - Roccia,–
#0589,Escavalier,,Coleottero,Acciaio,Pokémon Cavaliere,Stadio 1,70,135,105,60,105,20,495,82.50,Close Combat,Drill Run,Iron Head,Knock Off,Erba - Buio - Psico,Folletto - Ghiaccio - Roccia,Fuoco - Volante - Roccia,Lotta - Fuoco - Terra
#0590,Foongus,,Erba,Veleno,Pokémon Fungo,Base,69,55,45,55,55,15,294,49.00,Protect,Rest,Spore,Toxic,Terra - Roccia - Acqua,Folletto - Erba,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Terra - Psico
#0591,Amoonguss,,Erba,Veleno,Pokémon Fungo,Stadio 1,114,85,70,85,80,30,464,77.33,Clear Smog,Energy Ball,Pollen Puff,Protect,Terra - Roccia - Acqua,Folletto - Erba,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Terra - Psico
#0592,Frillish,Maschio,Acqua,Spettro,Pokémon Fluttuante,Base,55,40,50,65,85,40,335,55.83,Destiny Bond,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,Spettro - Psico,Elettro - Erba,Buio - Spettro
#0592,Frillish,Femmina,Acqua,Spettro,Pokémon Fluttuante,Base,55,40,50,65,85,40,335,55.83,Destiny Bond,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,Spettro - Psico,Elettro - Erba,Buio - Spettro
#0593,Jellicent,Maschio,Acqua,Spettro,Pokémon Fluttuante,Stadio 1,100,60,70,85,105,60,480,80.00,Dazzling Gleam,Destiny Bond,Hydro Pump,Ice Beam,Fuoco - Terra - Roccia,Spettro - Psico,Elettro - Erba,Buio - Spettro
#0593,Jellicent,Femmina,Acqua,Spettro,Pokémon Fluttuante,Stadio 1,100,60,70,85,105,60,480,80.00,Dazzling Gleam,Destiny Bond,Hydro Pump,Ice Beam,Fuoco - Terra - Roccia,Spettro - Psico,Elettro - Erba,Buio - Spettro
#0595,Joltik,,Coleottero,Elettro,Pokémon Appiccicante,Base,50,47,50,57,50,65,319,53.17,Light Screen,Protect,Rest,Toxic,Erba - Buio - Psico,Volante - Acqua,Fuoco - Volante - Roccia,Terra
#0596,Galvantula,,Coleottero,Elettro,Pokémon Elettroragno,Stadio 1,70,77,60,97,60,108,472,78.67,Bug Buzz,Electroweb,Energy Ball,Light Screen,Erba - Buio - Psico,Volante - Acqua,Fuoco - Volante - Roccia,Terra
#0597,Ferroseed,,Erba,Acciaio,Pokémon Spinaseme,Base,44,50,91,24,86,10,305,50.83,Knock Off,Protect,Rest,Stealth Rock,Terra - Roccia - Acqua,Folletto - Ghiaccio - Roccia,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Lotta - Fuoco - Terra
#0598,Ferrothorn,,Erba,Acciaio,Pokémon Spinasfere,Stadio 1,74,94,131,54,116,20,489,81.50,Body Press,Iron Defense,Knock Off,Leech Seed,Terra - Roccia - Acqua,Folletto - Ghiaccio - Roccia,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Lotta - Fuoco - Terra
#0599,Klink,,Acciaio,,Pokémon Ingranaggio,Base,40,55,70,45,60,30,300,50.00,Protect,Rest,Toxic,Volt Switch,Folletto - Ghiaccio - Roccia,–,Lotta - Fuoco - Terra,–
#0600,Klang,,Acciaio,,Pokémon Ingranaggio,Stadio 1,60,80,95,70,85,50,440,73.33,Protect,Rest,Toxic,Volt Switch,Folletto - Ghiaccio - Roccia,–,Lotta - Fuoco - Terra,–
#0601,Klinklang,,Acciaio,,Pokémon Ingranaggio,Stadio 2,60,100,115,70,85,90,520,86.67,Gear Grind,Giga Impact,Protect,Rest,Folletto - Ghiaccio - Roccia,–,Lotta - Fuoco - Terra,–
#0605,Elgyem,,Psico,,Pokémon Cervello,Base,55,55,55,85,55,30,335,55.83,Destiny Bond,Light Screen,Protect,Reflect,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0606,Beheeyem,,Psico,,Pokémon Cervello,Stadio 1,75,75,75,125,95,40,485,80.83,Dark Pulse,Destiny Bond,Energy Ball,Expanding Force,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
